Date,UVIX_OPEN,UVIX_CLOSE,UVIX_CTO_RETURN,UVIX_OTC_RETURN,UVIX_RETURN,UVIX_CC_RETURN_REBUILT,UVIX_SOURCE,UVIX_PROXY_SOURCE
2013-04-16,2.5309710674968667e-05,2.380539007744427e-05,-0.09338461017934263,-0.059436499169947865,-0.1472706550438801,-0.14727065504388015,synthetic_calibrated_UVXY,UVXY
2013-04-17,2.5536824498767357e-05,2.9526270491158563e-05,0.07273287334046374,0.15622326074973714,0.24031870072714584,0.24031870072714567,synthetic_calibrated_UVXY,UVXY
2013-04-18,2.8799535343636608e-05,3.169406389185346e-05,-0.02461317109926131,0.10050608503502856,0.07341914046828309,0.07341914046828335,synthetic_calibrated_UVXY,UVXY
2013-04-19,3.131230711182739e-05,2.7029541557838682e-05,-0.012045056176093527,-0.13677579038470178,-0.1471733744820823,-0.1471733744820819,synthetic_calibrated_UVXY,UVXY
2013-04-22,2.7810843112329365e-05,2.6168402330542997e-05,0.028905468219608155,-0.059057568846527575,-0.031859187306340124,-0.031859187306340075,synthetic_calibrated_UVXY,UVXY
2013-04-23,2.4388341107257753e-05,2.3357482982850732e-05,-0.06802330538947765,-0.04226848065940192,-0.10741654428063589,-0.10741654428063585,synthetic_calibrated_UVXY,UVXY
2013-04-24,2.3505707672193424e-05,2.3679813453253495e-05,0.006345918755523483,0.007406957641442613,0.013799880348384483,0.013799880348384308,synthetic_calibrated_UVXY,UVXY
2013-04-25,2.28691918000432e-05,2.3989594095791175e-05,-0.034232603006377094,0.04899177485344519,0.013082055867932272,0.013082055867932318,synthetic_calibrated_UVXY,UVXY
2013-04-26,2.4844602148933005e-05,2.4094402855588136e-05,0.03564078865727183,-0.030195665394347593,0.0043689259342384965,0.004368925934238765,synthetic_calibrated_UVXY,UVXY
2013-04-29,2.327839830562536e-05,2.3965942984926725e-05,-0.033866975448761716,0.02953573825288558,-0.005331523318147726,-0.0053315233181475685,synthetic_calibrated_UVXY,UVXY
2013-04-30,2.3923147378194675e-05,2.331376106211651e-05,-0.0017856842419664565,-0.025472664881611817,-0.02721286298729835,-0.027212862987298303,synthetic_calibrated_UVXY,UVXY
2013-05-01,2.354393556262763e-05,2.5289314410375408e-05,0.009872902956234775,0.07413284168676948,0.08473765099484783,0.08473765099484765,synthetic_calibrated_UVXY,UVXY
2013-05-02,2.4365550276225653e-05,2.3506606639032114e-05,-0.0365278440988801,-0.035252379997821826,-0.07049253065602672,-0.07049253065602701,synthetic_calibrated_UVXY,UVXY
2013-05-03,2.2309860262809155e-05,2.256020409130009e-05,-0.0509110649018899,0.011221219027905072,-0.0402611300841929,-0.04026113008419285,synthetic_calibrated_UVXY,UVXY
2013-05-06,2.265483828604683e-05,2.1781483444258706e-05,0.00419474018779975,-0.038550477860882615,-0.03451744691182484,-0.0345174469118249,synthetic_calibrated_UVXY,UVXY
2013-05-07,2.1078942715814422e-05,2.138676029932424e-05,-0.03225403495781942,0.01460308458824544,-0.018121958770375195,-0.018121958770375257,synthetic_calibrated_UVXY,UVXY
2013-05-08,2.1937958085376148e-05,2.172890580789743e-05,0.025772850975906092,-0.009529249562112652,0.01599800548491665,0.015998005484916922,synthetic_calibrated_UVXY,UVXY
2013-05-09,2.2279921155915636e-05,2.2813406994350344e-05,0.025358633006634657,0.0239446914870729,0.049910529137585376,0.049910529137585424,synthetic_calibrated_UVXY,UVXY
2013-05-10,2.323384794502604e-05,2.2180776768150037e-05,0.018429555514431373,-0.04532487168581334,-0.02773063341030007,-0.027730633410300243,synthetic_calibrated_UVXY,UVXY
2013-05-13,2.2302276119866647e-05,2.1806539687935618e-05,0.00547768696230122,-0.022228064492907595,-0.01687213590967645,-0.01687213590967629,synthetic_calibrated_UVXY,UVXY
2013-05-14,2.1546416227637128e-05,2.1363803611045555e-05,-0.011928690384674034,-0.008475312769523957,-0.0203029037722569,-0.020302903772257186,synthetic_calibrated_UVXY,UVXY
2013-05-15,2.1911704155764927e-05,2.1752061641980285e-05,0.025646207702269663,-0.007285718748746395,0.018173637897232316,0.018173637897232586,synthetic_calibrated_UVXY,UVXY
2013-05-16,2.2112718515934136e-05,2.2206463503743687e-05,0.016580353618426802,0.004239414875290004,0.02089005949148421,0.02089005949148426,synthetic_calibrated_UVXY,UVXY
2013-05-17,2.2182720179576743e-05,2.1126212214742433e-05,-0.0010692078080304368,-0.047627520713488525,-0.048645804804495145,-0.048645804804494874,synthetic_calibrated_UVXY,UVXY
2013-05-20,2.1687326736909038e-05,2.153576207885259e-05,0.026560110088028166,-0.006988627962085436,0.01938586339790533,0.01938586339790538,synthetic_calibrated_UVXY,UVXY
2013-05-21,2.131899316871879e-05,2.2013836799670325e-05,-0.01006553236147889,0.03259270386047475,0.02219910858353997,0.022199108583540017,synthetic_calibrated_UVXY,UVXY
2013-05-22,2.1608949911688222e-05,2.2762526968806106e-05,-0.01839238164917112,0.05338422560246281,0.03400998090196556,0.03400998090196583,synthetic_calibrated_UVXY,UVXY
2013-05-23,2.552164447461818e-05,2.2864147341956263e-05,0.12121314604451361,-0.10412719036599916,0.004464371345475679,0.004464371345475726,synthetic_calibrated_UVXY,UVXY
2013-05-24,2.3718494199468494e-05,2.2856509304034106e-05,0.03736622427832614,-0.03634231111744457,-0.0003340617871257414,-0.00033406178712558354,synthetic_calibrated_UVXY,UVXY
2013-05-28,2.1242437365778645e-05,2.1538143923934754e-05,-0.07061760467380651,0.013920556905230086,-0.05768008415294928,-0.05768008415294912,synthetic_calibrated_UVXY,UVXY
2013-05-29,2.2476687774372312e-05,2.230776197427465e-05,0.04357589278594154,-0.00751560024294462,0.035732793552588356,0.035732793552588404,synthetic_calibrated_UVXY,UVXY
2013-05-30,2.2392140785435605e-05,2.206015306010737e-05,0.003782486618705283,-0.014826082441575572,-0.01109967528131355,-0.011099675281313504,synthetic_calibrated_UVXY,UVXY
2013-05-31,2.240987723545938e-05,2.3409025626676524e-05,0.01585320711053617,0.04458517914753135,0.0611452043371536,0.06114520433715387,synthetic_calibrated_UVXY,UVXY
2013-06-03,2.3708138671782672e-05,2.393711144523431e-05,0.012777680279237424,0.009657981869498622,0.022559068753206853,0.022559068753207123,synthetic_calibrated_UVXY,UVXY
2013-06-04,2.413173621095804e-05,2.4200136143366636e-05,0.008130670493347258,0.0028344389235257506,0.010988155305793732,0.010988155305793779,synthetic_calibrated_UVXY,UVXY
2013-06-05,2.5052865229570743e-05,2.616197596883657e-05,0.035236540867058075,0.044270814100604516,0.08106730531793667,0.08106730531793649,synthetic_calibrated_UVXY,UVXY
2013-06-06,2.710780134848772e-05,2.6065924500802473e-05,0.036152673665696744,-0.03843457587324284,-0.003671414886570903,-0.0036714148865708562,synthetic_calibrated_UVXY,UVXY
2013-06-07,2.4300152897815734e-05,2.336310553862734e-05,-0.0677425273341975,-0.03856137708798624,-0.10369165928075645,-0.10369165928075652,synthetic_calibrated_UVXY,UVXY
2013-06-10,2.2834918709273538e-05,2.322954030557601e-05,-0.022607732027770333,0.01728149775029464,-0.005716929747652968,-0.00571692974765281,synthetic_calibrated_UVXY,UVXY
2013-06-11,2.5111461770452937e-05,2.6015796317998918e-05,0.08101415009169122,0.03601281979570192,0.11994451787554712,0.11994451787554716,synthetic_calibrated_UVXY,UVXY
2013-06-12,2.3989722379193915e-05,2.8890087958150555e-05,-0.07787860552257142,0.20426937425531388,0.11048255471477027,0.11048255471477031,synthetic_calibrated_UVXY,UVXY
2013-06-13,2.929264672344734e-05,2.5942104533508656e-05,0.013934148136894642,-0.11438168157255446,-0.10204134473083885,-0.10204134473083892,synthetic_calibrated_UVXY,UVXY
2013-06-14,2.601908770125934e-05,2.7374785442571347e-05,0.0029674989417780573,0.0521039690890619,0.05522608650397393,0.0552260865039742,synthetic_calibrated_UVXY,UVXY
2013-06-17,2.5945300441176728e-05,2.647653487623632e-05,-0.05221903946584305,0.02047516991618603,-0.03281306325558014,-0.0328130632555802,synthetic_calibrated_UVXY,UVXY
2013-06-18,2.6441712632019926e-05,2.5869872003908082e-05,-0.0013152115403004538,-0.021626459528924946,-0.022913227700077025,-0.022913227700077088,synthetic_calibrated_UVXY,UVXY
2013-06-19,2.6383691554687462e-05,2.566263300094067e-05,0.019861696675644858,-0.02732970677178359,-0.008010824442274125,-0.00801082444227419,synthetic_calibrated_UVXY,UVXY
2013-06-20,2.7880265726907086e-05,3.223906429452042e-05,0.08641485563407025,0.1563399219472532,0.256264869366237,0.25626486936623705,synthetic_calibrated_UVXY,UVXY
2013-06-21,2.9772019921634087e-05,2.9588201378768013e-05,-0.07652344839628766,-0.0061742046172856835,-0.0822251815851545,-0.08222518158515435,synthetic_calibrated_UVXY,UVXY
2013-06-24,3.2940080195729573e-05,3.2781628706824554e-05,0.1132843045798253,-0.004810294570125606,0.10792907913449885,0.1079290791344989,synthetic_calibrated_UVXY,UVXY
2013-06-25,3.033895362078884e-05,3.0699314528718546e-05,-0.0745135364652334,0.011877829157653563,-0.0635207663636466,-0.06352076636364645,synthetic_calibrated_UVXY,UVXY
2013-06-26,2.895400407358451e-05,2.940500137745988e-05,-0.05685177281405862,0.015576336272150604,-0.04216097887292785,-0.04216097887292769,synthetic_calibrated_UVXY,UVXY
2013-06-27,2.7902857685567718e-05,2.707362544726618e-05,-0.05108463259735185,-0.029718541650679886,-0.07928501346647758,-0.07928501346647765,synthetic_calibrated_UVXY,UVXY
2013-06-28,2.826902729434114e-05,2.6334548492449883e-05,0.044153741042305406,-0.06843103520150129,-0.027298780366739987,-0.027298780366739717,synthetic_calibrated_UVXY,UVXY
2013-07-01,2.5659770873495743e-05,2.4820483511055524e-05,-0.025623284148866166,-0.03270829527582142,-0.057493485480810506,-0.057493485480810236,synthetic_calibrated_UVXY,UVXY
2013-07-02,2.5615476054607333e-05,2.5773775618107916e-05,0.03202969608540074,0.006179840779188206,0.03840747528660233,0.0384074752866026,synthetic_calibrated_UVXY,UVXY
2013-07-03,2.6439800563417254e-05,2.4870714184211435e-05,0.02584118660680068,-0.05934562083561423,-0.035037995491123124,-0.035037995491122964,synthetic_calibrated_UVXY,UVXY
2013-07-05,2.379706508898978e-05,2.2677400555891624e-05,-0.04316921047258204,-0.047050530345281616,-0.08818860657054155,-0.08818860657054162,synthetic_calibrated_UVXY,UVXY
2013-07-08,2.1263613871983712e-05,2.0533600930549582e-05,-0.06234341896565421,-0.03433155557795242,-0.09453462799046757,-0.09453462799046775,synthetic_calibrated_UVXY,UVXY
2013-07-09,1.918029246428325e-05,1.9623752234859795e-05,-0.0659070209284579,0.02312059481899653,-0.04431023563607544,-0.04431023563607528,synthetic_calibrated_UVXY,UVXY
2013-07-10,1.9788193794029405e-05,1.935738637820268e-05,0.008379720514280375,-0.02177093171367217,-0.013573645522488234,-0.013573645522487743,synthetic_calibrated_UVXY,UVXY
2013-07-11,1.782536169543343e-05,1.814026906404862e-05,-0.0791441908962659,0.01766625407078637,-0.0628761182100797,-0.06287611821007977,synthetic_calibrated_UVXY,UVXY
2013-07-12,1.8152829291300983e-05,1.857011472588455e-05,0.0006923947604091651,0.022987349679068236,0.023695660759950728,0.023695660759951,synthetic_calibrated_UVXY,UVXY
2013-07-15,1.8196779707575346e-05,1.765459628939827e-05,-0.020104077105609908,-0.029795569704642033,-0.04930063437950421,-0.04930063437950416,synthetic_calibrated_UVXY,UVXY
2013-07-16,1.7524364315111658e-05,1.8744005414648268e-05,-0.007376661134121609,0.06959688109684437,0.06170682735487971,0.061706827354879534,synthetic_calibrated_UVXY,UVXY
2013-07-17,1.831471980731785e-05,1.7448494888628954e-05,-0.02290255459459767,-0.04729665142585393,-0.06911599187902966,-0.0691159918790295,synthetic_calibrated_UVXY,UVXY
2013-07-18,1.715953146804074e-05,1.6860027307309494e-05,-0.01656093677034176,-0.01745409898219341,-0.03372597952290795,-0.03372597952290768,synthetic_calibrated_UVXY,UVXY
2013-07-19,1.726727751226962e-05,1.6027948013473076e-05,0.024154777304753683,-0.0717733005632134,-0.049352191349991074,-0.04935219134999136,synthetic_calibrated_UVXY,UVXY
2013-07-22,1.5923516297356396e-05,1.5462600056475688e-05,-0.006515601125539838,-0.028945631873861233,-0.03527263480778436,-0.03527263480778431,synthetic_calibrated_UVXY,UVXY
2013-07-23,1.5063976697053178e-05,1.5258291532181029e-05,-0.02577984025756186,0.012899305345172474,-0.013213076943621662,-0.013213076943621505,synthetic_calibrated_UVXY,UVXY
2013-07-24,1.49748966326014e-05,1.57847215158282e-05,-0.01857317373848344,0.054078829596977185,0.03450124036081532,0.034501240360815366,synthetic_calibrated_UVXY,UVXY
2013-07-25,1.625293867545e-05,1.4845664344358523e-05,0.02966268103952885,-0.08658583897920935,-0.059491526063860704,-0.05949152606386077,synthetic_calibrated_UVXY,UVXY
2013-07-26,1.5310704039556703e-05,1.4759060100699325e-05,0.031324950127604057,-0.03602995247195373,-0.005833638808634014,-0.005833638808633634,synthetic_calibrated_UVXY,UVXY
2013-07-29,1.5146500470405385e-05,1.516434510370894e-05,0.026251019174839074,0.001178135724382079,0.02746008216271218,0.02746008216271245,synthetic_calibrated_UVXY,UVXY
2013-07-30,1.5135543163485347e-05,1.4600423372002208e-05,-0.0018993197547679808,-0.03535517593938231,-0.037187344910055535,-0.037187344910055264,synthetic_calibrated_UVXY,UVXY
2013-07-31,1.4671470775214733e-05,1.4046136030369622e-05,0.004866119385877887,-0.042622498754625204,-0.037963785536212095,-0.037963785536211825,synthetic_calibrated_UVXY,UVXY
2013-08-01,1.3203080908328091e-05,1.3187278073918912e-05,-0.06002042983342415,-0.0011969050647270274,-0.06114549614169645,-0.06114549614169651,synthetic_calibrated_UVXY,UVXY
2013-08-02,1.3283959398317343e-05,1.2440819746468676e-05,0.0073314086391824684,-0.06347050804412024,-0.05660442763594569,-0.05660442763594564,synthetic_calibrated_UVXY,UVXY
2013-08-05,1.237306956270948e-05,1.2122555085251972e-05,-0.005445797394374008,-0.020246752528775835,-0.025582290210984175,-0.025582290210984127,synthetic_calibrated_UVXY,UVXY
2013-08-06,1.2193010088176071e-05,1.288152620730987e-05,0.00581189381517544,0.05646810050632811,0.06260818092559091,0.06260818092559095,synthetic_calibrated_UVXY,UVXY
2013-08-07,1.3368664535893793e-05,1.3118703131722026e-05,0.037816817723624,-0.018697559767517524,0.0184121757465014,0.01841217574650167,synthetic_calibrated_UVXY,UVXY
2013-08-08,1.2568230630725798e-05,1.2703209939722343e-05,-0.041960893197220406,0.010739722476651448,-0.031671819068379396,-0.03167181906837946,synthetic_calibrated_UVXY,UVXY
2013-08-09,1.2739619067155094e-05,1.3098647487491538e-05,0.0028661360085768806,0.02818203734694702,0.031128946907558804,0.031128946907559074,synthetic_calibrated_UVXY,UVXY
2013-08-12,1.3852618842319466e-05,1.2911102704704208e-05,0.057561008153546256,-0.06796665297242888,-0.01431787388479804,-0.014317873884797994,synthetic_calibrated_UVXY,UVXY
2013-08-13,1.2677397064750505e-05,1.272785672469072e-05,-0.01810113708324479,0.003980285517799054,-0.014192899259233773,-0.014192899259233838,synthetic_calibrated_UVXY,UVXY
2013-08-14,1.2482119660591835e-05,1.296892574936366e-05,-0.01930702626642411,0.03900027415285523,0.018940268568964087,0.018940268568964358,synthetic_calibrated_UVXY,UVXY
2013-08-15,1.3936496834679904e-05,1.4311092134146433e-05,0.07460687986155823,0.026878727409773262,0.10349094525802412,0.10349094525802394,synthetic_calibrated_UVXY,UVXY
2013-08-16,1.4361434141739192e-05,1.3802990354339492e-05,0.0035176915305186185,-0.038884959669638675,-0.0355040534324143,-0.03550405343241447,synthetic_calibrated_UVXY,UVXY
2013-08-19,1.3871513003752562e-05,1.458114744561391e-05,0.00496433364466764,0.05115768133363496,0.05637597877693019,0.05637597877693046,synthetic_calibrated_UVXY,UVXY
2013-08-20,1.4699077809410105e-05,1.3976533907299781e-05,0.008087865803158678,-0.04915573014027885,-0.04146542928595114,-0.04146542928595098,synthetic_calibrated_UVXY,UVXY
2013-08-21,1.4623401262147137e-05,1.4535031077105798e-05,0.04628238725979861,-0.006043066415067688,0.039959633304671845,0.039959633304672115,synthetic_calibrated_UVXY,UVXY
2013-08-22,1.4231670856160377e-05,1.3893914155613362e-05,-0.0208709716089458,-0.02373275098621408,-0.04410839702312446,-0.044108397023124524,synthetic_calibrated_UVXY,UVXY
2013-08-23,1.3679642289354856e-05,1.3447013075235954e-05,-0.015421994396873195,-0.017005504179003816,-0.03216523978571267,-0.032165239785712396,synthetic_calibrated_UVXY,UVXY
2013-08-26,1.296945316217025e-05,1.4281793804431881e-05,-0.03551420009735695,0.10118704511686838,0.06207926805197057,0.062079268051970615,synthetic_calibrated_UVXY,UVXY
2013-08-27,1.5692047673708278e-05,1.6621934074891523e-05,0.09874486976830399,0.059258448643464856,0.16385478620573973,0.16385478620573957,synthetic_calibrated_UVXY,UVXY
2013-08-28,1.693646405268827e-05,1.6439892168955215e-05,0.01892258604682251,-0.029319690473067483,-0.010951908792088008,-0.010951908792087739,synthetic_calibrated_UVXY,UVXY
2013-08-29,1.7002445346422382e-05,1.7161319987331422e-05,0.03421878754956076,0.009344223002750063,0.043882758534057716,0.04388275853405754,synthetic_calibrated_UVXY,UVXY
2013-08-30,1.6858579342288596e-05,1.775796802295107e-05,-0.017640871754987963,0.05334901965353733,0.03476702468458676,0.03476702468458703,synthetic_calibrated_UVXY,UVXY
2013-09-03,1.589970618877512e-05,1.642550211370448e-05,-0.10464383266003541,0.0330695371780243,-0.07503481859661303,-0.0750348185966132,synthetic_calibrated_UVXY,UVXY
2013-09-04,1.6475482854752693e-05,1.629817564060403e-05,0.0030428744705779387,-0.010761882714564353,-0.00775175530215382,-0.007751755302153995,synthetic_calibrated_UVXY,UVXY
2013-09-05,1.632189769971265e-05,1.555930560407548e-05,0.0014555039552721638,-0.04672202397461389,-0.04533452411003518,-0.045334524110035024,synthetic_calibrated_UVXY,UVXY
2013-09-06,1.491279757353053e-05,1.571537538513187e-05,-0.04155121359500824,0.05381805845912346,0.010030639221811419,0.010030639221811466,synthetic_calibrated_UVXY,UVXY
2013-09-09,1.554994838052958e-05,1.4644525592389365e-05,-0.01052644308826356,-0.05822673914943122,-0.06814026178182324,-0.0681402617818232,synthetic_calibrated_UVXY,UVXY
2013-09-10,1.3742138891312857e-05,1.3646560297578038e-05,-0.0616193877625828,-0.006955146829089376,-0.06814596270226496,-0.0681459627022647,synthetic_calibrated_UVXY,UVXY
2013-09-11,1.3972971910164566e-05,1.275915507216264e-05,0.02391896605948829,-0.08686890990734342,-0.06502775835555345,-0.06502775835555374,synthetic_calibrated_UVXY,UVXY
2013-09-12,1.2585133895664142e-05,1.3139726096689863e-05,-0.013638926364189174,0.044067246770953306,0.029827290472982555,0.029827290472982604,synthetic_calibrated_UVXY,UVXY
2013-09-13,1.2602570781963e-05,1.2836293373331647e-05,-0.040880252051995414,0.018545628143041615,-0.02309277386190383,-0.023092773861903892,synthetic_calibrated_UVXY,UVXY
2013-09-16,1.2084660745787645e-05,1.2587205161143301e-05,-0.05855527025469631,0.04158531430274759,-0.01940499526957256,-0.01940499526957251,synthetic_calibrated_UVXY,UVXY
2013-09-17,1.2476416097834833e-05,1.2241780122118379e-05,-0.008801720627425236,-0.018806360246126586,-0.02744255254464672,-0.02744255254464667,synthetic_calibrated_UVXY,UVXY
2013-09-18,1.2595348000059703e-05,1.1414256428214945e-05,0.028882064080084202,-0.09377204757178281,-0.06759831377858742,-0.0675983137785875,synthetic_calibrated_UVXY,UVXY
2013-09-19,1.097878060013567e-05,1.1230777170703785e-05,-0.03815192262571043,0.022953056422768903,-0.016074569435606638,-0.01607456943560659,synthetic_calibrated_UVXY,UVXY
2013-09-20,1.1185385787797174e-05,1.1591090071105434e-05,-0.004041695620585983,0.03627092449067493,0.03208263283342023,0.03208263283342028,synthetic_calibrated_UVXY,UVXY
2013-09-23,1.1507215787634858e-05,1.1930414911022348e-05,-0.007236099707279342,0.0367768477794812,0.029274627134749882,0.02927462713474993,synthetic_calibrated_UVXY,UVXY
2013-09-24,1.1761235474681681e-05,1.1821487640707025e-05,-0.014180515732471699,0.005122945302391768,-0.009130216436537266,-0.009130216436536998,synthetic_calibrated_UVXY,UVXY
2013-09-25,1.1739872090353575e-05,1.1701963247972822e-05,-0.00690399997310065,-0.003229067752101078,-0.010110774241528111,-0.010110774241528175,synthetic_calibrated_UVXY,UVXY
2013-09-26,1.1371181887354616e-05,1.1370085465288216e-05,-0.02826716796222284,-9.642111763419337e-05,-0.028360863527929818,-0.02836086352792966,synthetic_calibrated_UVXY,UVXY
2013-09-27,1.1695337141308178e-05,1.2279279679581148e-05,0.028605913034948083,0.04992951731254269,0.0799637097776102,0.07996370977761025,synthetic_calibrated_UVXY,UVXY
2013-09-30,1.3638671997899183e-05,1.322077746312833e-05,0.11070619399430481,-0.030640412412236584,0.07667369814149345,0.07667369814149372,synthetic_calibrated_UVXY,UVXY
2013-10-01,1.3509728412151848e-05,1.2423625966491072e-05,0.02185582125025398,-0.08039409916514972,-0.060295356975824714,-0.06029535697582444,synthetic_calibrated_UVXY,UVXY
2013-10-02,1.2966422470985488e-05,1.3126102714372087e-05,0.04369066695652646,0.012314903647780318,0.056543616958183614,0.05654361695818366,synthetic_calibrated_UVXY,UVXY
2013-10-03,1.3184431240595577e-05,1.3933293977630723e-05,0.004443704844669938,0.05679901721731895,0.06149512012996978,0.06149512012997005,synthetic_calibrated_UVXY,UVXY
2013-10-04,1.4430536345953908e-05,1.3798512096633242e-05,0.03568735211655505,-0.04379769636891395,-0.009673368064570245,-0.009673368064570198,synthetic_calibrated_UVXY,UVXY
2013-10-07,1.4915093076424743e-05,1.579631051506675e-05,0.08092038996465001,0.05908226211708234,0.1447836117722407,0.1447836117722403,synthetic_calibrated_UVXY,UVXY
2013-10-08,1.5504469896006904e-05,1.708331972399529e-05,-0.018475239441607783,0.10183191289855142,0.08147530448334579,0.08147530448334583,synthetic_calibrated_UVXY,UVXY
2013-10-09,1.7390108756834306e-05,1.6230167455789424e-05,0.01795839671654087,-0.06670121028363463,-0.049940660362841,-0.04994066036284073,synthetic_calibrated_UVXY,UVXY
2013-10-10,1.5188230663177389e-05,1.3058298000493747e-05,-0.06419753803836259,-0.14023573317512805,-0.19543048239864264,-0.19543048239864258,synthetic_calibrated_UVXY,UVXY
2013-10-11,1.3268753979038923e-05,1.2670840755541448e-05,0.016116646942596846,-0.04506174614752956,-0.02967134345820948,-0.02967134345820943,synthetic_calibrated_UVXY,UVXY
2013-10-14,1.3920054606869233e-05,1.2886971225365262e-05,0.09858965757907234,-0.074215469025112,0.01705731087570412,0.017057310875704168,synthetic_calibrated_UVXY,UVXY
2013-10-15,1.2949845327514141e-05,1.4313028562634712e-05,0.004878888999544362,0.1052663719638609,0.11065884390760146,0.11065884390760172,synthetic_calibrated_UVXY,UVXY
2013-10-16,1.3173066014011209e-05,1.111327872070999e-05,-0.07964509702715639,-0.15636354445581435,-0.22355505181327723,-0.2235550518132774,synthetic_calibrated_UVXY,UVXY
2013-10-17,1.1634683435685048e-05,9.847752293588666e-06,0.04691727149823044,-0.15358657173392765,-0.11387516312022043,-0.11387516312022028,synthetic_calibrated_UVXY,UVXY
2013-10-18,9.480743097775464e-06,9.783093300182675e-06,-0.03726832122413781,0.03189098146517155,-0.006565863100363381,-0.006565863100363223,synthetic_calibrated_UVXY,UVXY
2013-10-21,9.126571400995056e-06,9.74215254742074e-06,-0.06710780312964615,0.06744933221675864,-0.004184847420515994,-0.004184847420515836,synthetic_calibrated_UVXY,UVXY
2013-10-22,9.21472212576959e-06,9.798536585443475e-06,-0.05413900255450099,0.06335670807057858,0.005787636535999627,0.005787636535999896,synthetic_calibrated_UVXY,UVXY
2013-10-23,1.0156047890250668e-05,1.0043547938536227e-05,0.03648619379941942,-0.011077138758122107,0.02500489240982557,0.025004892409825397,synthetic_calibrated_UVXY,UVXY
2013-10-24,9.873139735447651e-06,9.596947420341836e-06,-0.01696693281412387,-0.027974111833361293,-0.04446640977147381,-0.04446640977147365,synthetic_calibrated_UVXY,UVXY
2013-10-25,9.611217048219355e-06,9.6311587164399e-06,0.001486892368220305,0.002074832783454772,0.003564810204705846,0.0035648102047061148,synthetic_calibrated_UVXY,UVXY
2013-10-28,9.73983557132767e-06,9.716256886732455e-06,0.01128388162706373,-0.0024208503749926225,0.008835714663002878,0.008835714663002703,synthetic_calibrated_UVXY,UVXY
2013-10-29,9.691495365325007e-06,9.590200793446479e-06,-0.0025484630239922534,-0.010451903247144734,-0.012973729982181317,-0.01297372998218127,synthetic_calibrated_UVXY,UVXY
2013-10-30,9.59349588020947e-06,9.806105641380101e-06,0.00034358892310604183,0.022161865062060082,0.022513068556516865,0.022513068556516913,synthetic_calibrated_UVXY,UVXY
2013-10-31,9.785243807293436e-06,9.678080768845142e-06,-0.002127433137027679,-0.01095149395954953,-0.01305562852542779,-0.013055628525427743,synthetic_calibrated_UVXY,UVXY
2013-11-01,9.509341654202193e-06,9.554881418932674e-06,-0.017435183552728772,0.004788950317118568,-0.012729729463414155,-0.012729729463413997,synthetic_calibrated_UVXY,UVXY
2013-11-04,9.473200285332255e-06,9.11035595964445e-06,-0.008548628708104244,-0.03830219089209075,-0.04652338839155173,-0.04652338839155157,synthetic_calibrated_UVXY,UVXY
2013-11-05,9.251791288313698e-06,9.000036582912098e-06,0.015524676455646258,-0.027211455334017587,-0.012109227918319301,-0.012109227918319143,synthetic_calibrated_UVXY,UVXY
2013-11-06,8.822624451183026e-06,8.778163494114992e-06,-0.019712378954760523,-0.005039425322254654,-0.024652465215348633,-0.024652465215348696,synthetic_calibrated_UVXY,UVXY
2013-11-07,8.589711162738136e-06,9.422603667789153e-06,-0.021468309573317468,0.09696397111279764,0.07341400899017221,0.07341400899017247,synthetic_calibrated_UVXY,UVXY
2013-11-08,9.264462751218778e-06,8.595362496669991e-06,-0.016783144250349213,-0.07222224024385693,-0.08779326821811022,-0.08779326821811018,synthetic_calibrated_UVXY,UVXY
2013-11-11,8.614286846069285e-06,8.48652290512744e-06,0.0022016929951034214,-0.014831632986559318,-0.012662594693908338,-0.012662594693908291,synthetic_calibrated_UVXY,UVXY
2013-11-12,8.579329585584041e-06,8.48455545683748e-06,0.010935772105266972,-0.01104679891373006,-0.0002318320838761625,-0.0002318320838763377,synthetic_calibrated_UVXY,UVXY
2013-11-13,8.814703291722249e-06,8.345967246484686e-06,0.038911624370221,-0.05317661068384971,-0.016334174613840173,-0.016334174613840124,synthetic_calibrated_UVXY,UVXY
2013-11-14,8.38686717761237e-06,8.203514047748769e-06,0.004900562142142295,-0.021861933184423976,-0.017068506804399468,-0.017068506804399308,synthetic_calibrated_UVXY,UVXY
2013-11-15,8.131151141062269e-06,8.034580578900353e-06,-0.00882096456046888,-0.011876616297812448,-0.020592817646820243,-0.020592817646819972,synthetic_calibrated_UVXY,UVXY
2013-11-18,7.69692178934958e-06,8.01201464988395e-06,-0.04202568960942399,0.040937516212048886,-0.002808600747083381,-0.002808600747083445,synthetic_calibrated_UVXY,UVXY
2013-11-19,7.914286706571327e-06,8.225500239425456e-06,-0.01219767406616501,0.03932300463612526,0.026645681376106407,0.026645681376106456,synthetic_calibrated_UVXY,UVXY
2013-11-20,8.547519886256684e-06,7.897079020271011e-06,0.03914894382809253,-0.07609702868682389,-0.039927203160276474,-0.03992720316027665,synthetic_calibrated_UVXY,UVXY
2013-11-21,7.734962144146977e-06,7.355602774094743e-06,-0.020528713934341636,-0.04904476104505484,-0.06856664910992442,-0.0685666491099245,synthetic_calibrated_UVXY,UVXY
2013-11-22,7.290480179784117e-06,7.149790670094658e-06,-0.008853468071981396,-0.019297701416098767,-0.02798031790473026,-0.0279803179047301,synthetic_calibrated_UVXY,UVXY
